RIO;COORD- X;COORD- Y;PUNTO;FECHA;Anomalopsychidae;Atriplectididae;Blepharoceridae;Calamoceratidae;Ptilodactylidae;Chordodidae;Gomphidae;Hydridae;Lampyridae;Lymnessiidae;Odontoceridae;Oligoneuriidae;Perlidae;Polythoridae;Psephenidae;Ampullariidae;Dytiscidae;Ephemeridae;Euthyplociidae;Gyrinidae;Hydraenidae;Hydrobiosidae;Leptophlebiidae;Philopotamidae;Polycentropodidae;Polymitarcydae;Xiphocentronidae;Gerridae;Hebridae;Helicopsychidae;Hydrobiidae;Leptoceridae;Lestidae;Palaemonidae;Pleidae;Pseudothelpusidae;Saldidae;Simuliidae;Veliidae;Baetidae;Caenidae;Calopterygidae;Coenagrionidae;Corixidae;Dixidae;Dryopidae;Glossossomatidae;Hyalellidae;Hydroptilidae;Hydropsychidae;Leptohyphidae;Naucoridae;Notonectidae;Planariidae;Psychodidae;Scirtidae;Aeshnidae;Ancylidae;Corydalidae;Elmidae;Libellulidae;Limnichidae;Lutrochidae;Megapodagrionidae;Sialidae;Staphylinidae;Belostomatidae;Gelastocoridae;Mesoveliidae;Nepidae;Planorbiidae;Pyralidae;Tabanidae;Thiaridae;Chrysomelidae;Stratiomyidae;Haliplidae;Empididae;Dolichopodidae;Sphaeridae;Lymnaeidae;Hydrometridae;Noteridae;Ceratopogonidae;Glossiphoniidae;Cyclobdellidae;Hydrophilidae;Physidae;Culicidae;Chironomidae;Muscidae;Sciomyzidae;Syrphidae;Tubificidae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZAMORA;782524,2;9637052,6;P3;10/6/2020 13:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;32;;;;;;;;;;;;;;;;0,25;;;;;;;;;;;;;;;;;;;;0,28125;;;;;;;;;;;;;;;;;0,21875;;;;;;;;;;;;;;;0,1875;;;;;;;;;;;;;;;;;;0,0625;;;;;;;;;;;;;;;;;;;;;;;;-0,34657359;;;;;;;;;;;;;;;;;;;;-0,35676881;;;;;;;;;;;;;;;;;-0,332461884;;;;;;;;;;;;;;;-0,313870581;;;;;;;;;;;;;;;;;;-0,173286795;;;;;;;;;1,52;Contaminación moderada;32;Aguas muy contaminadas
ZAMORA;780611,4;9633126,6;P4;10/6/2020 15:10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;;;;;;;;;;;;;;;;;;;0,290322581;;;;;;;;;;;;;;;0,258064516;;;;;;;;;0,129032258;;;;;0,096774194;;;;;;;;;;;0,064516129;;;;;;;;;0,161290323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,359060118;;;;;;;;;;;;;;;-0,349560171;;;;;;;;;-0,264218431;;;;;-0,226004024;;;;;;;;;;;-0,176828389;;;;;;;;;-0,294282144;;;;;;;;;;;;;;;;;;;;;;;;;;;1,67;Contaminación moderada;42;Aguas moderadamente contaminadas
ZAMORA;785452,2;9649154,6;P1;10/10/2020 7:30;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;;;;;;;;;;;0,236842105;;;;;;;;0,236842105;;;;;;;;;0,131578947;;;;;;;;;;;0,210526316;;;;;;;;;;;;;0,078947368;;;;;;;0,052631579;;;;;;0,026315789;;;;;;;;0,026315789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,34113827;;;;;;;;-0,34113827;;;;;;;;;-0,266861611;;;;;;;;;;;-0,328030446;;;;;;;;;;;;;-0,200445306;;;;;;;-0,154970473;;;;;;-0,095725952;;;;;;;;-0,095725952;;;;;;;;;;;;;;;;;;;;;;1,82;Contaminación moderada;59;Aguas moderadamente contaminadas
ZAMORA;784661,9;9735603,4;P2;10/10/2020 11:00;2;9;0;0;0;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0,054054054;0,243243243;;;;0,162162162;;;;;;;;;0,108108108;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,081081081;0,054054054;;;;;;;;;;0,216216216;;;;;;;;;;;;;;;0,081081081;;;;;;;;;;;;;;;;;;;;;;;;;;-0,157717337;-0,343871352;;;;-0,294998666;;;;;;;;;-0,240499843;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,203700456;-0,157717337;;;;;;;;;;-0,331130026;;;;;;;;;;;;;;;-0,203700456;;;;;;;;;;;;;;;;;;;;;;;;;;1,93;Contaminación moderada;66;Aguas ligeramente contaminadas
ZAMORA;782524,2;9637052,6;P3;10/10/2020 13:15;2;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;33;0,060606061;;;;;;;;;;;;;0,242424242;;;;;;;;;;;0,090909091;;;;;;;;;;;;;0,181818182;;;;;;;;;;;;;;;;;0,121212121;;;;;;;;;;;;;;;;0,242424242;;;;;;;;;;;;;;;;0,060606061;;;;;;;;-0,169900629;;;;;;;;;;;;;-0,343531156;;;;;;;;;;;-0,217990479;;;;;;;;;;;;;-0,309954199;;;;;;;;;;;;;;;;;-0,255783418;;;;;;;;;;;;;;;;-0,343531156;;;;;;;;;;;;;;;;-0,169900629;;;;;;;;1,81;Contaminación moderada;52;Aguas moderadamente contaminadas
ZAMORA;780611,4;9633126,6;P4;10/10/2020 15:10;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;2;0;42;;;;;;;0,142857143;;;;;;;;;;;;;;0,214285714;;;;;;;;;;;;;;;;0,071428571;;;;;;;;;;;;;;;0,19047619;;;;;;;;;;;;0,119047619;;;;;;;;;;;;;;;;0,214285714;;;;;;;;;;;;;0,047619048;;;;;;;;-0,277987164;;;;;;;;;;;;;;-0,330095366;;;;;;;;;;;;;;;;-0,188504095;;;;;;;;;;;;;;;-0,315852967;;;;;;;;;;;;-0,253360917;;;;;;;;;;;;;;;;-0,330095366;;;;;;;;;;;;;-0,144977259;;1,84;Contaminación moderada;46;Aguas moderadamente contaminadas
ZAMORA;785452,2;9649154,6;P1;10/2/2021 7:30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;22;;;;;;;;;;;;;;;;;;;;0,227272727;;;;;;;;;;;;;0,409090909;;;;;;;;;0,136363636;;;;;;;;;;;0,090909091;;;;;;;;;;;;;0,045454545;;;;;;;;;;;;;;;;0,090909091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,336728305;;;;;;;;;;;;;-0,365652767;;;;;;;;;-0,271695022;;;;;;;;;;;-0,217990479;;;;;;;;;;;;;-0,14050193;;;;;;;;;;;;;;;;-0,217990479;;;;;;;;;;;;;1,55;Contaminación moderada;41;Aguas moderadamente contaminadas
ZAMORA;784661,9;9735603,4;P2;10/2/2021 11:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;3;0;0;4;3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;;;;;;;0,027777778;;;;;;;;;;0,25;;;;;;;;;;;;0,138888889;;;;;;0,083333333;;;0,111111111;0,083333333;;;;;;;;;0,166666667;;;;;;;;0,138888889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,099542193;;;;;;;;;;-0,34657359;;;;;;;;;;;;-0,27417792;;;;;;-0,207075554;;;-0,244136064;-0,207075554;;;;;;;;;-0,298626578;;;;;;;;-0,27417792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,95;Contaminación moderada;65;Aguas ligeramente contaminadas
ZAMORA;782524,2;9637052,6;P3;10/2/2021 13:15;0;3;0;0;6;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;;0,090909091;;;0,181818182;;;;;0,272727273;;;;;;;;;;;;;;;0,242424242;;;;;;;;0,03030303;;;;;;;;;;;0,03030303;;;;;;;;;;;;;;0,060606061;;;;;;;;;;;;;;0,090909091;;;;;;;;;;;;;;;;;;;;;;;;-0,217990479;;;-0,309954199;;;;;-0,354349905;;;;;;;;;;;;;;;-0,343531156;;;;;;;;-0,105954775;;;;;;;;;;;-0,105954775;;;;;;;;;;;;;;-0,169900629;;;;;;;;;;;;;;-0,217990479;;;;;;;;;;;;;;;;;;;;;;;1,83;Contaminación moderada;65;Aguas ligeramente contaminadas
ZAMORA;780611,4;9633126,6;P4;10/2/2021 15:10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;;;;;;;;;;;;;;;;;;;;;0,193548387;;;;;;;;;;;;0,096774194;;;;;;;;;0,290322581;;;;;;;;;;;;;;;;0,258064516;;;;;;;;;;;;;;;;0,064516129;;;;0,096774194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,317850529;;;;;;;;;;;;-0,226004024;;;;;;;;;-0,359060118;;;;;;;;;;;;;;;;-0,349560171;;;;;;;;;;;;;;;;-0,176828389;;;;-0,226004024;;;;;;;;;;;;;;;;;1,66;Contaminación moderada;39;Aguas moderadamente contaminadas
ZAMORA;785452,2;9649154,6;P1;10/6/2021 7:30;0;0;0;3;0;0;0;0;0;0;6;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;30;;;;0,1;;;;;;;0,2;;;;;;;0,3;;;;;;;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;;;;;0,1;;;;;;;;;;;;;;;;;0,033333333;;;;;;;;;;;;;;;0,1;;;;;;-0,230258509;;;;;;;-0,321887582;;;;;;;-0,361191841;;;;;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;;;;;-0,230258509;;;;;;;;;;;;;;;;;-0,113373246;;;;;;;;;;;;;;;-0,230258509;;;1,79;Contaminación moderada;48;Aguas moderadamente contaminadas
ZAMORA;784661,9;9735603,4;P2;10/6/2021 11:00;0;3;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;7;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;;0,069767442;;;;;;;;;;;;0,209302326;;;;;;;;;;;0,162790698;;;;;;;;;;;0,279069767;;;;;;;;;;0,162790698;;;;0,11627907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,185761941;;;;;;;;;;;;-0,327343717;;;;;;;;;;;-0,29551232;;;;;;;;;;;-0,356174921;;;;;;;;;;-0,29551232;;;;-0,250204907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,71;Contaminación moderada;51;Aguas moderadamente contaminadas
ZAMORA;782524,2;9637052,6;P3;10/6/2021 13:15;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;9;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;34;0,029411765;;;;;;;;;;;;0,088235294;;;;;;;;;;0,264705882;;;;0,147058824;;;;;;;;;;;;;;;;;;;0,117647059;;;;;;;;;;;;;;0,264705882;;;;;;;;;;;;;;;;0,029411765;;;;;;;;;;;;;0,058823529;;;;;;-0,103716486;;;;;;;;;;;;-0,21421308;;;;;;;;;;-0,351830104;;;;-0,281900384;;;;;;;;;;;;;;;;;;;-0,25177249;;;;;;;;;;;;;;-0,351830104;;;;;;;;;;;;;;;;-0,103716486;;;;;;;;;;;;;-0,166659608;;;;;;1,83;Contaminación moderada;57;Aguas moderadamente contaminadas
ZAMORA;780611,4;9633126,6;P4;10/6/2021 15:10;0;0;0;6;0;0;6;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;2;0;0;0;0;7;0;0;0;0;0;9;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;;;;0,113207547;;;0,113207547;;;;0,075471698;;;;;;;;;;;;;;0,150943396;;;;0,037735849;;;;;0,132075472;;;;;;0,169811321;;;;;;0,056603774;;;;;;0,075471698;;;;;;;;;;;;;;;;;;;0,018867925;;;;;;0,056603774;;;;;;;;;;;;;;;;;;;;;-0,246626314;;;-0,246626314;;;;-0,195018683;;;;;;;;;;;;;;-0,285411377;;;;-0,123665839;;;;;-0,267371176;;;;;;-0,301086906;;;;;;-0,162547903;;;;;;-0,195018683;;;;;;;;;;;;;;;;;;;-0,074911168;;;;;;-0,162547903;;;;;;;;;;;;;;;;;;2,26;Contaminación moderada;85;Aguas ligeramente contaminadas
ZAMORA;785452,2;9649154,6;P1;10/10/2021 7:30;0;3;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;;0,090909091;;;;;0,181818182;;;;;;;;;;;;;;;;;;0,272727273;;;;;;0,090909091;;;;;0,151515152;;;;;;;;0,121212121;;;;;;;;;;;;;0,090909091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,217990479;;;;;-0,309954199;;;;;;;;;;;;;;;;;;-0,354349905;;;;;;-0,217990479;;;;;-0,285919644;;;;;;;;-0,255783418;;;;;;;;;;;;;-0,217990479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,86;Contaminación moderada;58;Aguas moderadamente contaminadas
ZAMORA;784661,9;9735603,4;P2;10/10/2021 11:00;0;0;0;0;0;0;0;0;0;0;5;0;0;0;3;0;0;0;0;0;9;0;0;0;0;4;0;0;0;0;0;5;0;0;0;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;;;;;;;;;;;0,135135135;;;;0,081081081;;;;;;0,243243243;;;;;0,108108108;;;;;;0,135135135;;;;0,081081081;;;;0,216216216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,27047027;;;;-0,203700456;;;;;;-0,343871352;;;;;-0,240499843;;;;;;-0,27047027;;;;-0,203700456;;;;-0,331130026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,86;Contaminación moderada;70;Aguas ligeramente contaminadas
ZAMORA;782524,2;9637052,6;P3;10/10/2021 13:15;0;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;3;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;;;0,032258065;;;;;;0,193548387;;;;;;;;;;;;;;;;;;0,290322581;;;;;;;0,096774194;;;0,387096774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,110773781;;;;;;-0,317850529;;;;;;;;;;;;;;;;;;-0,359060118;;;;;;;-0,226004024;;;-0,367386021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,38;Contaminación moderada;45;Aguas moderadamente contaminadas
ZAMORA;780611,4;9633126,6;P4;10/10/2021 15:10;0;0;0;3;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;;;;0,083333333;;;;0,25;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;;0,111111111;;;;;;;;;;;;;;;;;;0,166666667;;;;;;;;;;;;;;;0,222222222;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,207075554;;;;-0,34657359;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;;-0,244136064;;;;;;;;;;;;;;;;;;-0,298626578;;;;;;;;;;;;;;;-0,334239422;;;;;;;;;;;;;;;;;;;;;;;;1,73;Contaminación moderada;49;Aguas moderadamente contaminadas
ZAMORA;785452,2;9649154,6;P1;10/2/2022 7:30;0;0;0;2;0;0;0;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;32;;;;0,0625;;;;;;;0,09375;;;;0,1875;;;;;;;;;;0,28125;;;;;;;;;;;;;;;0,21875;;;;;;;;;;;;;;;0,125;;;;;;;;;;;;;;;;;;;;;;;;;;0,03125;;;;;;;;;;;;;;;;;-0,173286795;;;;;;;-0,221917839;;;;-0,313870581;;;;;;;;;;-0,35676881;;;;;;;;;;;;;;;-0,332461884;;;;;;;;;;;;;;;-0,259930193;;;;;;;;;;;;;;;;;;;;;;;;;;-0,108304247;;;;;;;;;;;;;;1,77;Contaminación moderada;57;Aguas moderadamente contaminadas
ZAMORA;784661,9;9735603,4;P2;10/2/2022 11:00;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;;;0,032258065;;;;;;;;;0,290322581;;;;;;;;;;;;;0,193548387;;;;;;;;;;;;;0,129032258;;;;;;;;;0,096774194;;;;;;;;;;;;;;;;0,258064516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,110773781;;;;;;;;;-0,359060118;;;;;;;;;;;;;-0,317850529;;;;;;;;;;;;;-0,264218431;;;;;;;;;-0,226004024;;;;;;;;;;;;;;;;-0,349560171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,63;Contaminación moderada;50;Aguas moderadamente contaminadas
ZAMORA;782524,2;9637052,6;P3;10/2/2022 13:15;0;0;0;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;27;;;;0,037037037;;;;;;;;;0,222222222;;;;;;;;;;;;;;0,074074074;;;;;;;;;;;;;;0,111111111;;;;;;;;;;;;;;;;;0,185185185;;;;;;;;;;;;;;;0,222222222;;;;;;;;;;;;;;0,148148148;;;;;;;;;;;-0,122068032;;;;;;;;;-0,334239422;;;;;;;;;;;;;;-0,192791829;;;;;;;;;;;;;;-0,244136064;;;;;;;;;;;;;;;;;-0,312296103;;;;;;;;;;;;;;;-0,334239422;;;;;;;;;;;;;;-0,282895186;;;;;;;;1,82;Contaminación moderada;50;Aguas moderadamente contaminadas
ZAMORA;780611,4;9633126,6;P4;10/2/2022 15:10;0;2;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;;0,064516129;;;;;;;;;;;0,290322581;;;;;;;;;;;0,096774194;;;;;;;;;;;;;;;;;0,290322581;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,258064516;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,176828389;;;;;;;;;;;-0,359060118;;;;;;;;;;;-0,226004024;;;;;;;;;;;;;;;;;-0,359060118;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,349560171;;;;;;;;;;;;;;;;;;;;;;;;;;1,47;Contaminación moderada;41;Aguas moderadamente contaminadas
ZAMORA;785452,2;9649154,6;P1;10/6/2022 7:30;0;0;3;9;0;0;0;0;0;0;0;7;0;0;0;0;0;0;6;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;;;0,090909091;0,272727273;;;;;;;;0,212121212;;;;;;;0,181818182;;;;;;;;0,151515152;;;;;;;;;;;;;;0,03030303;;;;;;;;;;0,060606061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,217990479;-0,354349905;;;;;;;;-0,328914603;;;;;;;-0,309954199;;;;;;;;-0,285919644;;;;;;;;;;;;;;-0,105954775;;;;;;;;;;-0,169900629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,77;Contaminación moderada;62;Aguas ligeramente contaminadas
ZAMORA;784661,9;9735603,4;P2;10/6/2022 11:00;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;11;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0,042553191;;;;;;;;;0,191489362;;;;;;;;0,106382979;;;;;;;;;;;;0,085106383;;;0,234042553;;;;;;0,340425532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,134340443;;;;;;;;;-0,316517175;;;;;;;;-0,238373371;;;;;;;;;;;;-0,209689637;;;-0,339888843;;;;;;-0,366828555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,61;Contaminación moderada;53;Aguas moderadamente contaminadas
ZAMORA;782524,2;9637052,6;P3;10/6/2022 13:15;6;0;0;9;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0,146341463;;;0,219512195;;;;;;;;;;;0,12195122;;;;;;;;;;;;;;;0,219512195;;;;;;;;;0,195121951;;;;;;;;;;;;;;;0,024390244;;;;;;;;;;0,073170732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0,281240868;;;-0,332856766;;;;;;;;;;;-0,256601726;;;;;;;;;;;;;;;-0,332856766;;;;;;;;;-0,318854737;;;;;;;;;;;;;;;-0,090574928;;;;;;;;;;-0,19133852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,80;Contaminación moderada;59;Aguas moderadamente contaminadas
